business_id,name,normalized_name,rating,review_count,rating_band,rating_reliability,price,price_level,price_tier,value_score,hidden_gem,shop_type,popularity_band,categories,address,address1,city,state,zip_code,latitude,longitude,phone,yelp_url,image_url
'yBv1bCEt7MMaplh3sM9RuA,The Newsroom,the newsroom,4.2,26,4.0-4.4,Under 50 reviews,$,1,Budget,73.91,No,Independent / Local,Low: under 50 reviews,"Coffee & Tea, Newspapers & Magazines, Convenience Stores","1728 Connecticut Ave NW, Washington, DC 20009",1728 Connecticut Ave NW,"Washington, DC",DC,20009,38.9135703,-77.0459966,(202) 332-1489,https://www.yelp.com/biz/the-newsroom-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/s7aOCiZFDdVBbVx3sls04w/o.jpg
'gtZBZzFy9jxigKe96DmsVQ,Bluestone Lane West End Café,bluestone lane west end cafe,3.8,572,3.5-3.9,50+ reviews,$$,2,Moderate,65.73,No,Chain,Very high: 500+ reviews,"Coffee & Tea, Breakfast & Brunch","1100 23rd St NW, Washington, DC 20037",1100 23rd St NW,"Washington, DC",DC,20037,38.90417717,-77.05039345,(718) 374-6858,https://www.yelp.com/biz/bluestone-lane-dc-library-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/mRDZK76h_LGQKUBfSo_YNw/o.jpg
'y1kgn5dY3rLxqI3q7kx35Q,{petite} maman,petite maman,4.4,46,4.0-4.4,Under 50 reviews,Unknown,,Unknown,,No,Chain,Low: under 50 reviews,"Coffee & Tea, Bakeries, Breakfast & Brunch","1220 19th St NW, NW, Washington, DC 20036",1220 19th St NW,"Washington, DC",DC,20036,38.90668416,-77.04384998,(202) 885-9441,https://www.yelp.com/biz/maman-washington-6?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/BQhdoqtxbXMhXzpfFWKrXw/o.jpg
'hmfmuG-mWullRxxEKJq1bw,Timgad Cafe,timgad cafe,4.1,157,4.0-4.4,50+ reviews,$,1,Budget,75.91,No,Independent / Local,Medium: 50-199 reviews,"Coffee & Tea, Cafes, Sandwiches","1300 Pennsylvania Ave NW, Washington, DC 20004",1300 Pennsylvania Ave NW,"Washington, DC",DC,20004,38.89363794,-77.02930429,(202) 289-6444,https://www.yelp.com/biz/timgad-cafe-washington-6?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/ZA61j5jVdBvMHXKifXBSQA/o.jpg
'VX2sVz0RVNf-Rf6hCmeDuA,The Second Address,the second address,4.3,12,4.0-4.4,Under 50 reviews,Unknown,,Unknown,,No,Independent / Local,Low: under 50 reviews,"New American, Coffee & Tea, Breakfast & Brunch","303 Massachusetts Ave NE, Washington, DC 20002",303 Massachusetts Ave NE,"Washington, DC",DC,20002,38.8942062,-77.0017846,(202) 258-7636,https://www.yelp.com/biz/the-second-address-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/LSJ5uKMIzX738u2fHIKaxA/o.jpg
'SUlAlYRcMUVEgE_LEfB3jw,The Coffee Bar,the coffee bar,4.1,113,4.0-4.4,50+ reviews,$$,2,Moderate,67.24,No,Chain,Medium: 50-199 reviews,Coffee & Tea,"1200 17th St NW, Ste 150, Washington, DC 20036",1200 17th St NW,"Washington, DC",DC,20036,38.905979,-77.038866,(202) 296-1090,https://www.yelp.com/biz/the-coffee-bar-washington-5?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/b7LZYFjzYWVYmiImg6ruBQ/o.jpg
'ULWO0vfE9t0alUWrx9_F-g,Blue Bottle Coffee - Union Market,blue bottle coffee union market,4,105,4.0-4.4,50+ reviews,$$,2,Moderate,65.49,No,Chain,Medium: 50-199 reviews,Coffee & Tea,"1250 4th St NE, Washington, DC 20002",1250 4th St NE,"Washington, DC",DC,20002,38.908168,-77.000179,(510) 653-3394,https://www.yelp.com/biz/blue-bottle-coffee-union-market-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/8Hx2tNT7PDI7MzECZwVerA/o.jpg
'omOh3TOA_Aaan3uZFw43VQ,Childhood Cafe,childhood cafe,4,3,4.0-4.4,Under 50 reviews,Unknown,,Unknown,,No,Independent / Local,Low: under 50 reviews,Coffee & Tea,"1423 H St NW, Washington, DC 20005",1423 H St NW,"Washington, DC",DC,20005,38.90037237,-77.0328993,,https://www.yelp.com/biz/childhood-cafe-washington-2?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/il0HCgCVzAVUfiHFDMPs_Q/o.jpg
'XArWdCRFbhDxiHMetg_9Iw,Saku Saku Flakerie,saku saku flakerie,3.8,69,3.5-3.9,50+ reviews,Unknown,,Unknown,,No,Independent / Local,Medium: 50-199 reviews,"Bakeries, Coffee & Tea, Sandwiches","4200 Wisconsin Ave NW, Washington, DC 20016",4200 Wisconsin Ave NW,"Washington, DC",DC,20016,38.94356857,-77.07773752,,https://www.yelp.com/biz/saku-saku-flakerie-washington-3?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/i4ZzGxbBAlg0DRhJ4RpyGg/o.jpg
'UY9o8MliuSz79wYDZIatjg,Emissary,emissary,4,571,4.0-4.4,50+ reviews,$$,2,Moderate,68.92,No,Chain,Very high: 500+ reviews,Coffee & Tea,"2032 P St NW, Washington, DC 20036",2032 P St NW,"Washington, DC",DC,20036,38.90951,-77.04638,(202) 748-5655,https://www.yelp.com/biz/emissary-washington-5?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/g-APdSXGcSiwAS09TnvgyQ/o.jpg
'Yp6UWkbq3Z-zoiwBP7jLww,Qargo Coffee,qargo coffee,4.3,4,4.0-4.4,Under 50 reviews,Unknown,,Unknown,,No,Chain,Low: under 50 reviews,Coffee & Tea,"1600 K St NW, Washington, DC 20006",1600 K St NW,"Washington, DC",DC,20006,38.90224,-77.03695,(202) 400-2515,https://www.yelp.com/biz/qargo-coffee-washington-5?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,
'j3l4jSU4LV8Op5PSSQ-XWw,Tryst,tryst,4,1876,4.0-4.4,50+ reviews,$$,2,Moderate,71.34,No,Independent / Local,Very high: 500+ reviews,"Lounges, Coffee & Tea, American","2459 18th St NW, Washington, DC 20009",2459 18th St NW,"Washington, DC",DC,20009,38.92197037,-77.04212189,(202) 232-5500,https://www.yelp.com/biz/tryst-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/8mXBJDeHOgozU92eEAJ8tA/o.jpg
'9xc7VKklWgpjJ9U9PYXsVQ,La Dona Cafe,la dona cafe,4.9,13,4.5-5.0,Under 50 reviews,Unknown,,Unknown,,No,Independent / Local,Low: under 50 reviews,"Coffee & Tea, Seafood, Sandwiches","3103 Mt Pleasant St NW, Washington, DC 20010",3103 Mt Pleasant St NW,"Washington, DC",DC,20010,38.92888852,-77.0371696,(202) 438-7051,https://www.yelp.com/biz/la-dona-cafe-washington-2?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/-ewxd-_8iRmLwgJP_G3Pqw/o.jpg
'uxqJtL1oe2uehe83FuL_Ow,La Colombe,la colombe,3.4,119,Below 3.5,50+ reviews,$$,2,Moderate,56.15,No,Chain,Medium: 50-199 reviews,Coffee & Tea,"1346 Florida Ave NW, Washington, DC 20009",1346 Florida Ave NW,"Washington, DC",DC,20009,38.9199028,-77.03117371,(202) 795-7962,https://www.yelp.com/biz/la-colombe-washington-10?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/euhSBsiyVYjVYq0elCFpsA/o.jpg
'XE5_rWJ9DkDVIpRpkMSQCw,Blank Street,blank street,3.8,76,3.5-3.9,50+ reviews,$$,2,Moderate,61.64,No,Chain,Medium: 50-199 reviews,Coffee & Tea,"3201 Prospect St NW, Washington, DC 20007",3201 Prospect St NW,"Washington, DC",DC,20007,38.90612622,-77.0631441,,https://www.yelp.com/biz/blank-street-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/4tcG21ZUWA-2uB2iXH5ybg/o.jpg
'coyM8mIoxJkQtITv29vH3A,Simona Cafe,simona cafe,4.5,171,4.5-5.0,50+ reviews,$$,2,Moderate,74.48,No,Chain,Medium: 50-199 reviews,"Coffee & Tea, Wine Bars, Breakfast & Brunch","2507 Franklin Rd, Arlington, VA 22201",2507 Franklin Rd,Arlington,VA,22201,38.89075,-77.08895,(571) 970-0814,https://www.yelp.com/biz/simona-cafe-arlington-3?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/p2SqtNR_FzAcmAYl3WRsFQ/o.jpg
'sMzTAeBwEjchTZbqG2mlQA,Pitango Gelato & Coffee,pitango gelato and coffee,4.2,1089,4.0-4.4,50+ reviews,$$,2,Moderate,73.44,No,Chain,Very high: 500+ reviews,"Coffee & Tea, Ice Cream & Frozen Yogurt, Gelato","413 7th St NW, Washington, DC 20004",413 7th St NW,"Washington, DC",DC,20004,38.89505759,-77.02185407,(202) 885-9607,https://www.yelp.com/biz/pitango-gelato-and-coffee-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/S3by5H-YHtxIdlSRtIYRCw/o.jpg
's6YlBaSVQ0MIsS6bndRS9g,Tatte Bakery & Cafe | Dupont Circle,tatte bakery and cafe dupont circle,4.1,481,4.0-4.4,50+ reviews,$$,2,Moderate,70.18,No,Chain,High: 200-499 reviews,"Cafes, Coffee & Tea, Bakeries","1301 Connecticut Ave NW, Washington, DC 20036",1301 Connecticut Ave NW,"Washington, DC",DC,20036,38.90758244,-77.04187839,(202) 629-1534,https://www.yelp.com/biz/tatte-bakery-and-cafe-washington-3?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/dSNhwZRvdyxNqaa4PAfO-w/o.jpg
'p42sf5YD-_0T_-wcUcdvLQ,Gregorys Coffee,gregorys coffee,4.1,108,4.0-4.4,50+ reviews,$,1,Budget,75.15,No,Chain,Medium: 50-199 reviews,"Coffee & Tea, Breakfast & Brunch","1000 Vermont Ave NW, Washington D.c, DC 20005",1000 Vermont Ave NW,Washington D.c,DC,20005,38.90297397,-77.0339742,(877) 212-9983,https://www.yelp.com/biz/gregorys-coffee-washington-d-c-3?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/uFJeqpCclGDfZ0TxYZgUhA/o.jpg
'ON4iRNtTVACPm1eonPOJfw,Pluma,pluma,4.7,33,4.5-5.0,Under 50 reviews,Unknown,,Unknown,,Yes,Chain,Low: under 50 reviews,"Bakeries, Coffee & Tea","610 Water St SW, Washington, DC 20024",610 Water St SW,"Washington, DC",DC,20024,38.87575868,-77.02112985,(202) 207-0039,https://www.yelp.com/biz/pluma-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/ZO7mYY-W8Let7d-4NdYksA/o.jpg
'6ahpY5MvT-Tbtb-E3cv8sg,The Salty Donut,the salty donut,4,43,4.0-4.4,Under 50 reviews,Unknown,,Unknown,,No,Chain,Low: under 50 reviews,"Coffee & Tea, Cafes, Cafeteria","3299 M St NW, Washington, DC 20007",3299 M St NW,"Washington, DC",DC,20007,38.90543754,-77.06588586,(863) 358-5548,https://www.yelp.com/biz/the-salty-donut-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/rDsQldZ3q-iDwKmdVLV9Jg/o.jpg
'7WSgnAo20aMw7J1aiYRYnw,Dolan Coffee,dolan coffee,3.9,10,3.5-3.9,Under 50 reviews,Unknown,,Unknown,,No,Independent / Local,Low: under 50 reviews,Coffee & Tea,"3518 Connecticut Ave NW, Unit D, Washington, DC 20008",3518 Connecticut Ave NW,"Washington, DC",DC,20008,38.93616,-77.05916,(202) 968-2002,https://www.yelp.com/biz/dolan-coffee-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/vjP79qGXjaALtdRZoIAhNQ/o.jpg
'4bktxNYT3wC_GOlyUK77zg,Dolcezza,dolcezza,3.9,64,3.5-3.9,50+ reviews,Unknown,,Unknown,,No,Chain,Medium: 50-199 reviews,"Coffee & Tea, Gelato","7th and Independence Ave SW, Washington, DC 20024",7th and Independence Ave SW,"Washington, DC",DC,20024,38.887983,-77.022854,(202) 333-4646,https://www.yelp.com/biz/dolcezza-washington-16?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/-8TycySUrQyWC73-7M-y2w/o.jpg
'8bM8JEQJY1cFQSmK9_pFxQ,Coffee Republic - Metro Center,coffee republic metro center,4,67,4.0-4.4,50+ reviews,$$,2,Moderate,64.59,No,Independent / Local,Medium: 50-199 reviews,"Coffee & Tea, Desserts, Juice Bars & Smoothies","601 13th St NW, Washington, DC 20005",601 13th St NW,"Washington, DC",DC,20005,38.89788882,-77.0293001,(202) 290-1188,https://www.yelp.com/biz/coffee-republic-metro-center-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/jS6QGSRkP1gedUwgIBOwRw/o.jpg
'qDNzPgIyJDvO5yWNdCFfrA,Cups & Co,cups and co,3.9,7,3.5-3.9,Under 50 reviews,$,1,Budget,66.63,No,Independent / Local,Low: under 50 reviews,"Coffee & Tea, Breakfast & Brunch","2 Constitution Ave NE, Bldg B65, Washington, DC 20002",2 Constitution Ave NE,"Washington, DC",DC,20002,38.89229299,-77.00697452,,https://www.yelp.com/biz/cups-and-co-washington-2?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/bpmHqpUbz-GM4mKwI3wlzQ/o.jpg
'iK21xOxLqycv71xeuBMPuQ,Spot of Tea - Dupont Circle,spot of tea dupont circle,4.7,134,4.5-5.0,50+ reviews,$$,2,Moderate,77.19,Yes,Chain,Medium: 50-199 reviews,"Bubble Tea, Coffee & Tea","2101 P St NW, Washington, DC 20037",2101 P St NW,"Washington, DC",DC,20037,38.909786,-77.046866,(844) 567-9632,https://www.yelp.com/biz/spot-of-tea-dupont-circle-washington-3?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/3_G8MYsp-_hSnphxRnHh4g/o.jpg
'-rzisxM53GvSDvo8Ka_lXw,Chez Lily,chez lily,4.2,105,4.0-4.4,50+ reviews,Unknown,,Unknown,,No,Independent / Local,Medium: 50-199 reviews,"Bakeries, Bagels, Coffee & Tea","425 I St NW, Ste 101, Washington, DC 20001",425 I St NW,"Washington, DC",DC,20001,38.90146943,-77.01714902,(202) 735-5137,https://www.yelp.com/biz/chez-lily-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/JALEvn4svy4PcltVEQrxPg/o.jpg
'YUHzh9yvtsrhdDYAfQavHA,Büna Coffeehouse,buna coffeehouse,4.7,174,4.5-5.0,50+ reviews,$$,2,Moderate,77.71,No,Independent / Local,Medium: 50-199 reviews,"Coffee & Tea, Breakfast & Brunch, Sandwiches","4400 Georgia Ave NW, Washington, DC 20011",4400 Georgia Ave NW,"Washington, DC",DC,20011,38.9441185,-77.02645111,(202) 882-2223,https://www.yelp.com/biz/b%C3%BCna-coffeehouse-washington-4?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/Y9V624rPpp_0cjYL8d2MEg/o.jpg
'cPahoI6zjwr5eEWICysSDg,Filter Coffeehouse Foggy Bottom,filter coffeehouse foggy bottom,4.1,141,4.0-4.4,50+ reviews,$$,2,Moderate,67.69,No,Chain,Medium: 50-199 reviews,Coffee & Tea,"1916 I St NW, Washington, DC 20006",1916 I St NW,"Washington, DC",DC,20006,38.90118761,-77.04428224,(202) 223-0100,https://www.yelp.com/biz/filter-coffeehouse-foggy-bottom-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/9u_yHleCjbC8hOpMk-rvmg/o.jpg
'Ohmy4oywYctSvEdm1fSzKg,Wine & Butter Cafe & Market,wine and butter cafe and market,4.2,106,4.0-4.4,50+ reviews,Unknown,,Unknown,,No,Independent / Local,Medium: 50-199 reviews,"Beer, Wine & Spirits, Coffee & Tea, Patisserie/Cake Shop","1023 E Capitol St SE, Washington, DC 20003",1023 E Capitol St SE,"Washington, DC",DC,20003,38.88953,-76.99171,(202) 336-2109,https://www.yelp.com/biz/wine-and-butter-cafe-and-market-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/RDny2EJ8-LhRicvLFpc1wA/o.jpg
'-v4FjyMVlMTrWrD45a8-og,Jaliyaa Coffee,jaliyaa coffee,4.9,21,4.5-5.0,Under 50 reviews,Unknown,,Unknown,,Yes,Independent / Local,Low: under 50 reviews,"Coffee & Tea, Food Trucks","2401 Fourth St NW, Washington, DC 20059",2401 Fourth St NW,"Washington, DC",DC,20059,38.9219493,-77.0179328,(202) 322-7013,https://www.yelp.com/biz/jaliyaa-coffee-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/zYmzfFICbB2pXiMtFgpMvA/o.jpg
'6X9isuCRSpSc6uyW5ihatA,Bistro Du Jour,bistro du jour,3.8,292,3.5-3.9,50+ reviews,$$,2,Moderate,64.36,No,Independent / Local,High: 200-499 reviews,"French, Coffee & Tea","99 District Square SW, Washington, DC 20024",99 District Square SW,"Washington, DC",DC,20024,38.87957,-77.02532,(240) 363-9320,https://www.yelp.com/biz/bistro-du-jour-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/MqSOz7fblUdWXKOr4uYQaA/o.jpg
'-d6GRp2UvFjsX4ay1MI9jw,Bakeshop,bakeshop,4.4,1153,4.0-4.4,50+ reviews,$,1,Budget,84.75,No,Independent / Local,Very high: 500+ reviews,"Desserts, Bakeries, Coffee & Tea","1025 N Fillmore St, Ste G, Arlington, VA 22201",1025 N Fillmore St,Arlington,VA,22201,38.88545657,-77.09263685,(571) 970-6460,https://www.yelp.com/biz/bakeshop-arlington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/qX28A-95jZPuYhK1So7VJA/o.jpg
'rWrGFz1nZbFLJEMFOHahsA,Blue Bottle Coffee - Georgetown,blue bottle coffee georgetown,3.9,307,3.5-3.9,50+ reviews,$$,2,Moderate,66.06,No,Chain,High: 200-499 reviews,Coffee & Tea,"1046 Potomac St NW, Washington, DC 20007",1046 Potomac St NW,"Washington, DC",DC,20007,38.90442169,-77.06537703,(510) 653-3394,https://www.yelp.com/biz/blue-bottle-coffee-georgetown-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/8_W_mzP66fYr86MXFkV3TQ/o.jpg
'FWH-CbwzF0z_XXjN21CwxA,Boulangerie Saint Georges,boulangerie saint georges,4.1,39,4.0-4.4,Under 50 reviews,$$,2,Moderate,65.11,No,Independent / Local,Low: under 50 reviews,"Cafes, Bakeries, Coffee & Tea","303 7th St SE, Washington, DC 20003",303 7th St SE,"Washington, DC",DC,20003,38.8858434,-76.99637,,https://www.yelp.com/biz/boulangerie-saint-georges-washington-2?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/dmm-PRIyI1KzOEHP19gQfQ/o.jpg
'xm5UxeazN3CwQiN8zaq14A,La Colombe,la colombe,4.3,111,4.0-4.4,50+ reviews,$,1,Budget,78.4,No,Chain,Medium: 50-199 reviews,"Coffee & Tea, Coffee Roasteries, Desserts","1710 I St NW, Washington, DC 20006",1710 I St NW,"Washington, DC",DC,20006,38.90119027,-77.04015745,(202) 846-6823,https://www.yelp.com/biz/la-colombe-washington-12?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/pbfD9LPwPRCVdlaZAsepCA/o.jpg
'YoWII9X6jRGv9_Gvo5GImQ,For Five Coffee Roasters,for five coffee roasters,3.5,167,3.5-3.9,50+ reviews,$$,2,Moderate,58.43,No,Chain,Medium: 50-199 reviews,"Coffee & Tea, Breakfast & Brunch, Sandwiches","2000 L St NW, Washington, DC 20036",2000 L St NW,"Washington, DC",DC,20036,38.9034384,-77.0457423,(202) 920-0101,https://www.yelp.com/biz/for-five-coffee-roasters-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/jXQUMhKONEpXmOza1qjuuA/o.jpg
'GGS_xDYWevPyMpm9IpKmrg,Gregorys Coffee,gregorys coffee,4.1,154,4.0-4.4,50+ reviews,$$,2,Moderate,67.87,No,Chain,Medium: 50-199 reviews,"Coffee & Tea, Bakeries","1101 Connecticut Ave NW, Washington, DC 20036",1101 Connecticut Ave NW,"Washington, DC",DC,20036,38.90430199,-77.03993347,(877) 215-5327,https://www.yelp.com/biz/gregorys-coffee-washington-8?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/OSP4Goc97uS1ypN8u2qFdg/o.jpg
'bTvV4446DeJOx4X-LxCTQg,Quill & Crumb,quill and crumb,4.1,47,4.0-4.4,Under 50 reviews,Unknown,,Unknown,,No,Independent / Local,Low: under 50 reviews,"Cafes, Coffee & Tea, Sandwiches","201 E Capitol St SE, Washington, DC 20003",201 E Capitol St SE,"Washington, DC",DC,20003,38.8894594,-77.0027363,,https://www.yelp.com/biz/quill-and-crumb-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/9WziYOEUN5ryu2pEuNz_dw/o.jpg
'CGUuZv4EyTUrrEFarhfETQ,Tous Les Jours,tous les jours,4.2,28,4.0-4.4,Under 50 reviews,Unknown,,Unknown,,No,Chain,Low: under 50 reviews,"Coffee & Tea, Desserts, Bakeries","625 H St NW, Unit 101, Washington, DC 20001",625 H St NW,"Washington, DC",DC,20001,38.900049,-77.021074,(202) 621-7811,https://www.yelp.com/biz/tous-les-jours-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/tw2wKLxvS0VsS1sVkn2cSg/o.jpg
